video_name,frame,person_idx,nose_x,nose_y,nose_c,neck_x,neck_y,neck_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,right_elbow_x,right_elbow_y,right_elbow_c,right_wrist_x,right_wrist_y,right_wrist_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,mid_hip_x,mid_hip_y,mid_hip_c,right_hip_x,right_hip_y,right_hip_c,right_knee_x,right_knee_y,right_knee_c,right_ankle_x,right_ankle_y,right_ankle_c,left_hip_x,left_hip_y,left_hip_c,left_knee_x,left_knee_y,left_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_eye_x,right_eye_y,right_eye_c,left_eye_x,left_eye_y,left_eye_c,right_ear_x,right_ear_y,right_ear_c,left_ear_x,left_ear_y,left_ear_c,left_big_toe_x,left_big_toe_y,left_big_toe_c,left_small_toe_x,left_small_toe_y,left_small_toe_c,left_heel_x,left_heel_y,left_heel_c,right_big_toe_x,right_big_toe_y,right_big_toe_c,right_small_toe_x,right_small_toe_y,right_small_toe_c,right_heel_x,right_heel_y,right_heel_c
P12_Med_Front_2,1,0,1372.87,526.94,0.155578,1376.69,543.651,0.98877,1381.08,543.702,0.864306,1397.59,572.687,0.728532,1389.28,585.151,0.49904,1368.59,543.621,0.882029,1360.25,572.614,0.675204,1351.94,581.077,0.593952,1372.89,589.276,0.867084,1376.95,593.274,0.868002,1376.79,634.729,0.855683,1376.66,663.76,0.809942,1372.56,589.199,0.822714,1372.68,630.604,0.817324,1372.69,659.705,0.774971,1376.99,514.799,0.101359,1372.73,522.868,0.123046,1376.98,518.838,0.486031,1372.67,518.755,0.524523,1376.71,676.03,0.55478,1372.89,672.071,0.562997,1372.71,671.986,0.659087,1376.88,672.16,0.596093,1376.84,672.12,0.592508,1372.82,672.063,0.689313
P12_Med_Front_2,1,1,1907.39,580.807,0.306819,1911.71,593.426,0.830374,1924.09,593.4,0.744007,1936.45,618.146,0.40216,1907.54,638.821,0.195789,1907.62,597.415,0.852988,1907.54,618.318,0.82426,1895.09,642.85,0.685015,1907.69,647.272,0.902266,1911.74,647.237,0.859501,1903.4,688.66,0.80319,1903.41,730.162,0.735491,1907.51,647.282,0.939519,1895.14,692.768,0.796336,1903.19,738.365,0.809542,1911.7,581.041,0.0653701,1907.43,576.953,0.311716,1915.94,580.727,0.159888,1907.49,576.913,0.806631,1882.76,742.705,0.642876,1891.0,746.586,0.675897,1903.41,742.529,0.757012,1882.66,742.407,0.407944,1890.93,738.4,0.406494,1903.51,738.335,0.599711
P12_Med_Front_2,1,2,1778.96,580.793,0.806666,1803.62,609.808,0.910664,1799.66,609.707,0.776482,1774.92,634.737,0.39096,1758.24,642.861,0.298191,1803.7,609.785,0.871235,1787.33,638.936,0.60508,1762.39,643.063,0.467406,1795.54,655.599,0.650395,1795.49,655.566,0.622107,1737.59,655.631,0.374543,1745.84,709.454,0.284051,1799.64,659.63,0.674906,1733.41,659.621,0.564864,1737.54,717.681,0.370024,1779.0,576.765,0.313807,1783.13,576.858,0.824156,0.0,0.0,0.0,1799.76,580.806,0.906371,1733.45,734.33,0.230539,1737.39,738.306,0.254622,1737.59,726.016,0.279811,1737.48,730.079,0.176712,1737.5,725.984,0.173259,1741.76,713.592,0.266459
P12_Med_Front_2,2,0,1372.91,522.851,0.341199,1376.67,543.655,1.00598,1372.89,543.634,0.902103,1368.52,572.584,0.679659,1348.05,585.078,0.710103,1376.75,543.669,0.889163,1381.03,572.623,0.624733,1376.9,581.097,0.567456,1376.68,593.409,0.863762,1372.9,597.415,0.873212,1372.89,638.815,0.85408,1372.86,667.988,0.801059,1376.74,593.358,0.822937,1376.75,634.821,0.853452,1376.7,667.944,0.800818,1376.77,518.715,0.279047,1372.88,518.698,0.292029,1376.7,518.815,0.533309,1372.85,518.723,0.527365,1377.02,676.19,0.627805,1377.03,676.057,0.632427,1372.89,672.144,0.686078,1376.91,676.191,0.602267,1376.78,676.154,0.603655,1372.77,676.053,0.695011
P12_Med_Front_2,2,1,1779.14,580.804,0.843484,1799.81,609.773,0.908034,1787.29,609.676,0.806579,1770.66,630.688,0.554229,1750.02,639.021,0.439652,1804.04,609.781,0.889746,1808.07,638.809,0.63597,1770.71,643.051,0.450005,1791.45,655.548,0.661648,1779.14,651.535,0.655285,1733.36,663.785,0.416734,1733.45,713.526,0.325998,1803.59,659.661,0.708626,1733.4,659.675,0.583353,1737.5,713.743,0.385,1779.12,576.82,0.512645,1787.34,576.866,0.845435,1779.11,580.87,0.0982836,1803.66,580.779,0.892471,1733.46,734.262,0.246256,1737.4,734.24,0.269692,1737.47,725.92,0.280112,1733.3,734.219,0.212278,1733.31,730.141,0.209412,1737.47,713.7,0.291224
P12_Med_Front_2,2,2,1907.36,580.772,0.329996,1911.74,593.433,0.829542,1924.14,593.422,0.746957,1936.53,614.338,0.415835,1915.89,638.815,0.185965,1907.66,597.408,0.862196,1907.55,618.347,0.830996,1890.94,642.952,0.717582,1907.66,647.273,0.906038,1911.74,647.24,0.862798,1903.48,688.752,0.815455,1903.45,734.307,0.772045,1907.46,647.279,0.946119,1890.95,692.849,0.785965,1899.22,738.418,0.803988,1911.89,581.074,0.0618365,1907.38,576.905,0.346688,1924.15,580.833,0.138229,1907.5,576.911,0.824585,1878.67,742.706,0.642135,1886.77,746.587,0.667641,1903.26,742.585,0.764578,1886.85,742.587,0.406005,1899.11,742.439,0.415522,1907.37,738.457,0.621699
P12_Med_Front_2,3,0,1372.9,531.14,0.0764605,1376.68,543.605,0.996259,1381.18,543.645,0.859891,1397.58,572.648,0.722878,1380.97,585.066,0.448469,1368.41,543.632,0.90761,1352.05,576.49,0.748615,1347.96,585.062,0.678042,1376.74,593.273,0.888992,1377.13,593.305,0.867901,1377.05,634.821,0.861287,1377.02,667.956,0.802771,1372.65,589.256,0.855295,1372.68,634.744,0.828769,1372.75,667.858,0.79286,0.0,0.0,0.0,1372.65,531.064,0.0517476,1377.03,518.814,0.442511,1372.48,518.824,0.472715,1372.8,676.113,0.577275,1372.73,676.028,0.594216,1372.81,672.178,0.717821,1377.05,676.134,0.544088,1380.96,676.064,0.538636,1376.98,676.093,0.717592
P12_Med_Front_2,3,1,1907.31,580.786,0.358967,1911.74,597.436,0.827858,1920.01,593.424,0.743135,1936.49,618.138,0.385333,1911.69,638.844,0.189041,1907.73,597.44,0.851037,1907.65,618.329,0.832287,1895.09,642.977,0.729668,1907.7,647.272,0.900673,1911.7,647.233,0.866644,1903.37,688.632,0.803117,1903.46,734.224,0.752104,1907.58,647.285,0.937616,1895.04,692.795,0.790348,1903.15,738.371,0.82417,1911.73,580.884,0.0804324,1907.35,576.917,0.37695,1924.15,580.825,0.141688,1907.51,576.931,0.826384,1882.63,742.677,0.652145,1890.9,746.59,0.679735,1903.37,742.531,0.773291,1882.65,742.498,0.403513,1890.96,742.377,0.399405,1907.41,738.388,0.612269
P12_Med_Front_2,3,2,1779.18,580.801,0.848588,1799.82,609.782,0.91046,1783.18,609.712,0.821878,1770.53,634.797,0.570931,1745.9,642.904,0.417994,1807.92,609.802,0.891492,1812.27,638.898,0.666592,1774.92,643.142,0.425046,1787.34,655.606,0.63706,1775.09,655.475,0.643952,1733.32,659.678,0.378737,1737.51,713.47,0.312604,1803.6,663.743,0.689453,1733.32,659.605,0.532829,1737.49,713.708,0.382604,1779.12,576.82,0.562925,1791.37,576.863,0.853155,1779.06,580.833,0.109238,1803.72,580.744,0.899191,1737.47,734.235,0.243409,1737.48,734.202,0.270819,1737.53,725.936,0.286373,1733.43,734.274,0.194859,1733.42,734.186,0.193182,1737.49,713.662,0.276104
P12_Med_Front_2,4,0,1372.91,526.955,0.331343,1376.7,543.644,0.989322,1372.67,543.616,0.909864,1352.0,568.413,0.735324,1347.81,585.03,0.791651,1377.01,543.677,0.88303,1389.29,572.578,0.614476,1380.99,580.967,0.545543,1376.72,593.376,0.843478,1372.74,593.403,0.861685,1372.71,638.865,0.833095,1372.83,671.927,0.79556,1376.98,593.322,0.822316,1376.88,638.803,0.863119,1376.88,668.024,0.813267,1376.76,518.837,0.265987,1372.9,518.763,0.281349,1372.9,518.85,0.43946,1376.69,518.842,0.426021,1376.97,676.238,0.647325,1377.05,676.135,0.658621,1376.87,672.154,0.703196,1372.87,676.184,0.578374,1372.71,676.136,0.590033,1372.78,676.059,0.680082
P12_Med_Front_2,4,1,1783.14,580.814,0.8611,1799.81,609.808,0.908938,1783.16,609.718,0.81976,1770.56,634.855,0.539635,1745.86,642.899,0.375104,1807.92,609.851,0.895931,1812.24,638.941,0.618955,1774.78,643.107,0.367406,1787.38,659.619,0.636696,1778.97,655.538,0.643563,1725.17,663.867,0.402395,1737.5,713.688,0.354626,1803.62,663.803,0.687959,1729.21,659.738,0.504904,1737.44,717.652,0.389256,1779.15,576.82,0.64351,1791.48,576.878,0.870474,1779.06,580.835,0.119644,1803.78,580.779,0.902311,1737.49,734.232,0.252662,1737.45,734.217,0.277133,1737.5,730.069,0.289721,1733.41,734.322,0.231971,1733.42,734.262,0.234105,1737.48,717.756,0.308044
P12_Med_Front_2,4,2,1907.48,580.836,0.302028,1911.72,597.473,0.831621,1928.28,597.533,0.750465,1936.53,618.195,0.448102,1936.58,638.838,0.225011,1907.64,597.464,0.86346,1907.49,618.333,0.830852,1886.8,643.015,0.712067,1907.63,647.234,0.912387,1911.71,647.202,0.874616,1903.41,684.63,0.807685,1903.39,730.147,0.752683,1907.46,647.239,0.949186,1890.95,688.744,0.787019,1899.14,738.302,0.803038,0.0,0.0,0.0,1907.53,580.7,0.308427,1928.28,580.855,0.191957,1907.48,576.954,0.812613,1878.67,742.611,0.643014,1886.79,742.679,0.673878,1903.19,742.473,0.760188,1886.86,742.429,0.400052,1895.13,738.42,0.409605,1903.48,738.306,0.610378
P12_Med_Front_2,5,0,1372.47,522.8,0.274272,1376.73,543.628,0.988814,1376.96,543.613,0.879435,1372.74,572.56,0.496239,1351.95,581.052,0.418001,1372.7,543.645,0.901243,1368.55,572.669,0.711006,1356.1,580.986,0.605645,1376.73,593.396,0.857755,1376.86,593.394,0.852105,1376.8,634.826,0.829045,1376.85,671.932,0.77909,1372.88,593.358,0.83066,1372.87,634.864,0.834437,1376.68,668.013,0.788883,1372.9,514.734,0.131845,1372.56,518.686,0.273475,1376.85,518.769,0.308418,1372.71,518.736,0.638763,1372.79,676.171,0.62094,1372.86,676.141,0.643965,1376.74,676.029,0.707908,1376.81,676.178,0.523051,1376.81,676.119,0.526736,1376.88,676.088,0.677846
